sample_id,hostname,instant_offset_sec,last_offset_sec,jitter_sec
97,compute-0-3,0.000053969,+0.000032048,0.000314131
98,compute-0-0,0.000313788,-0.000094837,0.001053313
98,compute-0-1,0.000007427,+0.000019834,0.000569889
98,compute-0-2,0.000008339,-0.000000736,0.000409749
98,compute-0-3,0.000049324,+0.000032048,0.000314131
99,compute-0-0,0.000310190,-0.000094837,0.001053313
99,compute-0-1,0.000007337,+0.000019834,0.000569889
99,compute-0-2,0.000008257,-0.000000736,0.000409749
99,compute-0-3,0.000044717,+0.000032048,0.000314131
100,compute-0-0,0.000306580,-0.000094837,0.001053313
100,compute-0-1,0.000007247,+0.000019834,0.000569889
100,compute-0-2,0.000008174,-0.000000736,0.000409749
100,compute-0-3,0.000125118,+0.000089527,0.000299352
101,compute-0-0,0.000302972,-0.000094837,0.001053313
101,compute-0-1,0.000012338,+0.000005277,0.000540646
101,compute-0-2,0.000008091,-0.000000736,0.000409749
101,compute-0-3,0.000103649,+0.000089527,0.000299352
102,compute-0-0,0.000299274,-0.000094837,0.001053313
102,compute-0-1,0.000012087,+0.000005277,0.000540646
102,compute-0-2,0.000008006,-0.000000736,0.000409749
102,compute-0-3,0.000082675,+0.000089527,0.000299352
103,compute-0-0,0.000295689,-0.000094837,0.001053313
103,compute-0-1,0.000011845,+0.000005277,0.000540646
103,compute-0-2,0.000008642,+0.000000718,0.000388722
103,compute-0-3,0.000061737,+0.000089527,0.000299352
104,compute-0-0,0.000292105,-0.000094837,0.001053313
104,compute-0-1,0.000011603,+0.000005277,0.000540646
104,compute-0-2,0.000008554,+0.000000718,0.000388722
104,compute-0-3,0.000040877,+0.000089527,0.000299352
105,compute-0-0,0.000288518,-0.000094837,0.001053313
105,compute-0-1,0.000011360,+0.000005277,0.000540646
105,compute-0-2,0.000008465,+0.000000718,0.000388722
105,compute-0-3,0.000019792,+0.000089527,0.000299352
106,compute-0-0,0.000284888,-0.000094837,0.001053313
106,compute-0-1,0.000011115,+0.000005277,0.000540646
106,compute-0-2,0.000008376,+0.000000718,0.000388722
106,compute-0-3,0.000023609,+0.000009573,0.000284007
107,compute-0-0,0.000281290,-0.000094837,0.001053313
107,compute-0-1,0.000010872,+0.000005277,0.000540646
107,compute-0-2,0.000008287,+0.000000718,0.000388722
107,compute-0-3,0.000022894,+0.000009573,0.000284007
108,compute-0-0,0.000277658,-0.000094837,0.001053313
108,compute-0-1,0.000010626,+0.000005277,0.000540646
108,compute-0-2,0.000008199,+0.000000718,0.000388722
108,compute-0-3,0.000022179,+0.000009573,0.000284007
109,compute-0-0,0.000285745,-0.000009879,0.000999265
109,compute-0-1,0.000010381,+0.000005277,0.000540646
109,compute-0-2,0.000008473,+0.000000362,0.000368774
109,compute-0-3,0.000021453,+0.000009573,0.000284007
110,compute-0-0,0.000284634,-0.000009879,0.000999265
110,compute-0-1,0.000010135,+0.000005277,0.000540646
110,compute-0-2,0.000008388,+0.000000362,0.000368774
110,compute-0-3,0.000020741,+0.000009573,0.000284007
111,compute-0-0,0.000283561,-0.000009879,0.000999265
111,compute-0-1,0.000009894,+0.000005277,0.000540646
111,compute-0-2,0.000008303,+0.000000362,0.000368774
111,compute-0-3,0.000032605,+0.000012695,0.000269462
112,compute-0-0,0.000282480,-0.000009879,0.000999265
112,compute-0-1,0.000019321,+0.000009696,0.000512911
112,compute-0-2,0.000008217,+0.000000362,0.000368774
112,compute-0-3,0.000031222,+0.000012695,0.000269462
113,compute-0-0,0.000281393,-0.000009879,0.000999265
113,compute-0-1,0.000019033,+0.000009696,0.000512911
113,compute-0-2,0.000008132,+0.000000362,0.000368774
113,compute-0-3,0.000029870,+0.000012695,0.000269462
114,compute-0-0,0.000280312,-0.000009879,0.000999265
114,compute-0-1,0.000018742,+0.000009696,0.000512911
114,compute-0-2,0.000008046,+0.000000362,0.000368774
114,compute-0-3,0.000028494,+0.000012695,0.000269462
115,compute-0-0,0.000279228,-0.000009879,0.000999265
115,compute-0-1,0.000018456,+0.000009696,0.000512911
115,compute-0-2,0.000009512,+0.000001577,0.000349850
115,compute-0-3,0.000027123,+0.000012695,0.000269462
116,compute-0-0,0.000278144,-0.000009879,0.000999265
116,compute-0-1,0.000018168,+0.000009696,0.000512911
116,compute-0-2,0.000009400,+0.000001577,0.000349850
116,compute-0-3,0.000025764,+0.000012695,0.000269462
117,compute-0-0,0.000277058,-0.000009879,0.000999265
117,compute-0-1,0.000017879,+0.000009696,0.000512911
117,compute-0-2,0.000009287,+0.000001577,0.000349850
117,compute-0-3,0.000036457,+0.000012384,0.000255664
118,compute-0-0,0.000275978,-0.000009879,0.000999265
118,compute-0-1,0.000017592,+0.000009696,0.000512911
118,compute-0-2,0.000009175,+0.000001577,0.000349850
118,compute-0-3,0.000034582,+0.000012384,0.000255664
119,compute-0-0,0.000274906,-0.000009879,0.000999265
119,compute-0-1,0.000017307,+0.000009696,0.000512911
119,compute-0-2,0.000009063,+0.000001577,0.000349850
119,compute-0-3,0.000032715,+0.000012384,0.000255664
